url,created_datetime,snapshot_url,snapshot_datetime,title,text
http://nomihs1.livedoor.blog/archives/52107543.html,20230806082613,https://archive.li/G7S30,20230806110300,"""ジャニあっく！ : 明日は朝早いので今のうちに""","""昨日報道特集ご覧いただけましたでしょうか僕の扱いは案外少なかったですが、記者会見の様子も入っていたので編集頑張られたんだなと感じましたしかし服部吉次さんから続いたジャニーの性加害、改めて悍ましいものがありますジャニーズ事務所が始まる前からの毒牙悪魔という他ありません明日は午前9時に国会から迎えの車が来て（電車で向かうのはつらいと申し上げたら配慮していただけました）11時から立憲民主党国対ヒアリングがあります報道陣にフルオープンですし、終了後の囲み取材もありますのでまた新たに報道ベースに乗ることでしょうアンチの方の活動が活発になってきたと複数の方からお知らせ頂いていますニュースがそれだけインパクトがあった表れだと考えるようにしています今後活動が報じられるにつれ、さまざまなご意見が出てくることでしょう明らかな誹謗中傷や論点ずらしは別ですが、ご意見には真摯に耳を傾けていきたいと存じます今後ともご指導ご鞭撻の程よろしくお願い致しますJSAVA副代表　石丸志門（個人情報保護士、個人情報保護指導者、個人情報保護コンサルタント、企業情報管理士、情報セキュリティ管理士、各資格保有者）ジャニーズ性加害問題当事者の会（Johnny's Sexual Assault Victims Association ; JSAVA）X(Twitter)フォロワー10,000人、ブログ読者毎日1,000人以上更新日3,000人以上が現時点の目標です応援と拡散何卒よろしくお願い致します声を上げられない元ジュニアの方（デビュー組含む）には、JSAVA宛に是非連絡をください特に、アメリカ合衆国内で性被害に遭われた方は、ぜひJSAVA宛に連絡をください私たちはあなたのことを全力でサポートしますし、その個人情報は守られます当会に寄付金、技術支援、事務支援などご協力ご賛同頂ける方（個人法人問わず）はこちらまでご一報くださいみなさんのお力もお貸しくださいどんどん情報を拡散してくださいどうかよろしくお願い申し上げますX（twitter）アカウント＠ishimarushimon   threads（スレッズ）ishimarushimon      Facebook石丸志門"""
http://nomihs1.livedoor.blog/archives/52107512.html,20230805035613,https://archive.li/3ChHa,20230805084100,"""ジャニあっく！ : 現在午前3時49分です""","""ようやく家に帰りました報道陣への慰労会(僕らの慰労会というより報道陣への慰労会？)が終わって、中村一也に家に送ってもらいました本当に疲れました…最後の最後まで僕はネクタイを緩めませんでした中には議員として立候補しろ、なんて突拍子もない意見もさらっと受け流しました最後まで残っていたのはネットメディアと紙媒体でしたが、結局飲み会の費用は当会から支出することなく、報道陣で払ってくれました駐車場代などは別ですけど僕らは合間合間にネットでどのように報道されているかを知るのが精一杯で、実感がありませんただ、間髪を容れず今夜の報道特集で僕の密着資材の様子が放送されます日曜日の東山くんが何をいうのか、何も言わないのかも気がかりですとりあえず今は眠らせてくださいまたがんばります"""
http://nomihs1.livedoor.blog/archives/52107486.html,20230803164616,https://archive.li/iyqlZ,20230804032000,"""ジャニあっく！ : 4日は他に大きなニュースが入りませんように""","""いよいよ明日4日、国連人権理事会人権とビジネス作業部会の記者会見が15時から、17時から当会の現時点の活動者全員が揃い記者会見を行いますこれが今日だったら、沖縄台風ニュースと日大アメフト部薬物不祥事でニュースが飛ばされていたかもしれませんこればかりはなんともできず、明日変なニュースが席捲しないよう祈るばかりです私たちは14時50分には日本記者クラブに入館し、会議室で国連の記者会見を見せてもらえることになっていますその時点でいくつかのテレビ局が取材に来ることにもなっています記者会見が終わった後はもしかしたらまた囲み取材などあるかもしれませんが、場所を食事処に変えて1時間ほどテレビ局の密着取材があります（飲食代はテレビ局が負担とのこと）その後改めて場所を変え一部マスコミも交え慰労会(という名の取材)を行います（各自自腹でマスコミの方々にも自腹負担していただきます　万一予約している人数を割った場合など、寄付金から一部充当する可能性があります　その際は当会ホームページにて詳細をご報告致します）これが夜23時までの予定です正直息つく暇もない一日ですが、明日に関してはマスコミ、特にテレビ局には大々的に継続的に報道してもらう必要が絶対にあるため、仲間内での慰労会もマスコミにオープンにし、世の中に訴えかけをする機会にしたいと考えました　さすがに飲食について全額経費にするのは憚られるので、原則自腹とさせていただきました明日は私たちの活動の最初の最大の山場となるでしょう他に大きなニュースが入ってこないことを祈りますが、たとえそうなったとしてもまだまだ活動は続き、メディアとの関係性も良好に保っていきます国連の作業部会との関係もこれで終わりというわけではありません私たちは基本的人権を蹂躙されたのです世論やマスコミに訴えかけるだけでなく、国に対しても訴えかけ、世界に対しても訴えかけていきますJSAVA副代表　石丸志門（個人情報保護士、個人情報保護指導者、個人情報保護コンサルタント、企業情報管理士、情報セキュリティ管理士、各資格保有者）ジャニーズ性加害問題当事者の会（Johnny's Sexual Assault Victims Association ; JSAVA）X(Twitter)フォロワー10,000人、ブログ読者毎日1,000人以上更新日3,000人以上が現時点の目標です応援と拡散何卒よろしくお願い致します声を上げられない元ジュニアの方（デビュー組含む）には、JSAVA宛に是非連絡をください特に、アメリカ合衆国内で性被害に遭われた方は、ぜひJSAVA宛に連絡をください私たちはあなたのことを全力でサポートしますし、その個人情報は守られます当会に寄付金、技術支援、事務支援などご協力ご賛同頂ける方（個人法人問わず）はこちらまでご一報くださいみなさんのお力もお貸しくださいどんどん情報を拡散してくださいどうかよろしくお願い申し上げますX（twitter）アカウント＠ishimarushimon   threads（スレッズ）ishimarushimon      Facebook石丸志門"""
http://nomihs1.livedoor.blog/archives/52062323.html,20181230131124,https://archive.li/eoHZu,20230803175500,"""ジャニあっく！ : 【追加修正版！】【写真】トップになる1年前くらい？""","""さて、ジュニアの話題が続いたので当時のメインジュニアたちの写真です。

この時まだ僕はトップではなかったけれど、既にみんなのド真ん中に配置されてます！！

ん～なかなかオイシイポジション

まだ髪型や顔が出来てないですけどね～
ちなみにレッスンでは2列目は確保してる頃ですね




これはヤンヤンのドラマのワンシーンで、下の共演者は栗田貫一さんです！






※動画にならない時は
  画像をタップして下さい！


これは同じヤンヤンですが、コントコーナーを見学してた時にディレクターの無茶ぶりで飛び入りさせられた時です。適当に踊って！と言われたので完全なアドリブです！

んで、まあトップになった頃がこんな感じ…だいぶ変わってません？
もーあとは歌出すだけだったんだけどな～…
もうレッスンは来なくていいと言われてた頃で、実際仕事で行けないのですが、たまに空いてた日は背中を見せるために、というか見せつけるために行くようにしてました

良かったら、ぜひ黄金期にもしいたら（髪型の昭和感は置いといて）デビュー出来そうか、コメント下さい！シビアでよいよww

いや～しかし今はスマホでここまでブログいじれるとは、Appleすごいわぁ"""
http://nomihs1.livedoor.blog/archives/52058669.html,20180905034722,https://archive.li/2XckX,20230803174900,"""ジャニあっく！ : 51歳になりました""","""中途半端な年齢です

でも、まだまだやれることは沢山ありますからね

しかし、今Macを修理に出していて、あと10日くらいかかるとのこと。スマホでブログは書きづらい…

そろそろ、会社を作るか、会社に入るか準備をし始めているところです。

性格的には自分の会社を持った方が良さそうなんですが、作るとしても簡単で安い

合同会社になりそうです。声をかけてる仲間は2人いて、いきなり一緒には給料払えないので、まずは

手間のかからない副業探してます。デザインの合同会社の名前はもうあらかた決めています。

年内に作れたらいいな、というのが希望です。"""
http://nomihs1.livedoor.blog/archives/52059050.html,20180916232915,https://archive.li/dg57m,20230803174300,"""ジャニあっく！ : 皆さん、できるだけこの記事にコメントください""","""僕は、そもそもジャニーズとはなにか、ということを、誤解だらけの世の中に、誰も伝えてないので、これは力不足の僕であってもやるしかない、そう強く思ってゼロから始めました

最初はそもそも僕のことを誰も知らないし、証明もできないし、無駄になること覚悟で、それでももしかしたら一人でも真実を理解してくれる人かいつか出てきてくれるかもしれない、と思って続けてきました

この度、滝沢という立派な安心出来る後継者が出来ました

だから、このブログの役割は、もう充分果たせた、と安堵しています

僕は昔のことを基準に今のジャニーズを応援しつつも厳しく正しく批評してきたつもりです

でも、あの滝沢なら、もう僕は安心です

ではさて、今後このブログ、本当にどうしましょうか？

このブログを応援して頂いた皆様も、このブログの役割は終えたことはご理解頂けると思います

ただこれはこれで、無くすつもりは無くて、残していきますけど、もう僕自身もOBとして書かなきゃいけないことはなくなったし、ファンな訳では無いので、本当に書きたいことがないんです

そこで、他に書きたいこと、時事問題、世界情勢、歴史認識、デザインの仕事の話など、僕自身の話のブログにどなたか興味ありますか？ジャニーズ以外のエンターテインメントの話とかもあるかな？マイケル論とか

それは、別のブログを立ちあげるべきですか？このまま続けて書いてもいいですか？
ここは皆さんのためのブログなので、1人でも多くの方のご意見を伺って、皆さんのご意思に従って今後を決めようと思っています。

そういえば、これまでもこのブログをどうしようか、と悩んだ時もありましたが、その時と今は違います

役割が終わったからです

例えば、ホームページを作って、そこの一部にここを入れ込んで残すとか、そういう方法もありますよ

役割は済んだのだから、あとはみなさんの心に生きて、ここは消してしまってもいいと思います



そういうわけで、みなさんのご意見をできるだけ多く賜りたいです

ここで僕が自分的にやり残したことは、もうありませんが、僕とみなさんのブログですから、ぜひ1人でも多くの方の、ひとつでも多くのご意見をください

心から感謝とともに、何卒宜しく御願い申し上げます"""
http://nomihs1.livedoor.blog/archives/50898045.html,20070530213830,https://archive.li/58Hfo,20230802125400,"""ジャニあっく！ : あらためてジャニーズの魅力を語ると""","""いうまでもなく、今のジャニーズの快進撃は凄まじい。

なぜそこまで人を惹きつけるのか。

もちろんルックスもあろう、才能もあろう。しかし、やはり僕が思うのは、彼らの努力がそうさせるのだと今も思う。彼らは、いわば「ジャニーズ学」を徹底的に学ばされた、精鋭たちなのだ。

昔と変わっていないのであるなら、彼らは選抜（入所）の段階で多角的に審査されているはずである。よくジャニーさんが一人で選んでいるかのように思われがちだが、決してそんなことはない。いわゆる「You きちゃいなよ」的なケースも確かになくはないが、基本はオーディションを通ってきているのである。

ダンス、お芝居、その時により内容は同じとはいえないが、複数の人間の目を通って審査される。ある意味、どの芸能プロでもやっていることと同じなのだ。ただ、それが「ジャニーズ色」であるというだけだ。

僕も、審査する側にいたことがあるから（つまりジュニアがジュニアを審査した　※必ずそうなわけではない）、その「色」というのはなんとなく解る。言葉ではうまく説明出来ないのだが…

そして、晴れてジュニアになると、今度は地獄の特訓が待っている。その辛さに耐えられなくなって自ら辞めていくジュニアも少なくない。

それに、家族の思い、学業、周りの目、など様々な環境の中で、一切の保障のない中で、頂点を目指しているのである。それらをすべて含めて、初めて「ジャニーズ学」と言えるのだと思う。

そして、それは日々進化し続け、新たなタレントを生み出していくのである。


下のランキングを押してくださいね！
ジャニーズブログランキング"""
http://nomihs1.livedoor.blog/archives/50811491.html,20070126220343,https://archive.li/JJDrk,20230802060600,"""ジャニあっく！ : これからメジャーデビューしてほしいジャニーズタレント""","""前々回、ちょこっと生田斗真君のことを書いたところ、熱い反応があり、そういえば、と思って今回これをテーマにしました。

実際今ジュニアが何人くらい居るのか全く知りませんが、20数年前ですら150人はいたのですから、それより少ないということはないでしょう。

となれば、隠れた逸材、期待できる若手、なども潤沢にいるだろう事は想像に難くありません。また、生田君のように、「もっと出ていていいのでは？」「デビューしていていいのでは？」と皆さんの中でそれぞれ思い入れのあるジュニアやタレント、グループがおありだと思います。

そこで、そもそものこのブログの原点に立ち返り、特にジュニアに焦点を当て（もちろん既にユニットになっていても構いません）、皆さんによる「逸材紹介！」を繰り広げてみてはいただけないでしょうか？

多分、Ｊファンの中には、自分のオキニは詳しくても、若手や他のグループについてはあまり詳しくない、という人も沢山いると思います。逆に、「こんなにいい子いるよ！」という先取りされている方もいると思います。

正直、僕も全然詳しくありません。が、ジャニーさんに見出された、という点で僕は一応彼らの先輩ではあります。僕と同じ人の下で、僕と同じ目標を持った若者達を見知りするのは大変嬉しいことです。

皆さんから沢山の情報がいただけることを、期待してます！！

P.S.ただし、ここの根本のルールとして、誹謗中傷は一切認めません。僕が不適切と判断したものは告知なく削除させていただきますので、ご理解ください。"""
http://nomihs1.livedoor.blog/archives/50070872.html,20060120001108,https://archive.li/O0tqZ,20230802055300,"""ジャニあっく！ : 少年隊ツアーの思い出""","""ブログネタ：少年隊 に参加中！

		私の約３年半の芸能活動の中で最も輝いていた時期に相当するのがこの少年隊とのツアー同行であったろう。当初は会場も都内の厚生年金やら郵便貯金やらが多く、移動はもちろん自腹での電車通勤だった。

そのうち少年隊がブレークし始め、それと反比例するかのように同行するJr.の数は絞られていった。最終的には当時イーグルスだった大沢と内海を加えたJr.８人構成で全国を回った。活動当初はJr.の数も２～３０はいただろうか。名古屋などに行くときは大型バスに乗り、現地のホテルは大広間に雑魚寝というスタイルだった。

それが最終的には全日空ホテルのシングルまたはツインに泊めてもらえるようになっていったのだからその待遇の違いは雲泥の差だ。その頃になるとパンフレットに自分たちの名と写真も出るようになり、少しずつ自分が全国区になっていく実感を得られていた。私の場合は、その頃にはテレビドラマのレギュラーも決まり始め、いよいよ次は自分の番が近づいてきたと野心を持ったものだった。

それが、自らの首を絞めていくことになろうとは夢にも思っていなかった。

いや、野心を持つこと自体はすばらしいことだ。しかし、私は致命的なミスを犯していた。天狗になってしまっていたことだ。

当時の私は自分のポジションを的確に把握していた。明らかに次のグループに名を連ねることは明白と信じていたし、恐らく動き方さえ間違わなければそうなったであろう。

しかし、当時の私は自分で自分をプロデュースする意識に囚われていた。今風に言えば自分はもはや勝ち組だ、ダンスの才能に溢れた錦織君や跳躍力に優れた東君には劣っても、跡を継ぐものとして確固たる自信を持っていた。次のアイドル番組のレギュラーも決まっていたしあとは羽ばたくだけだと思っていた。

しかし、そこには傲慢さがあった。今にして思えば、確実に天下を取るまでは常に謙虚でかつ自己PRを怠らないしたたかさが求められていたにもかかわらず、社長や当時のデスク（マネージャーのような人）にわがまま放題だった。当時の少年隊のバックダンサーが新しいグループを作ることは目に見えていたが、自分の目にはそれが成功するとは映らなかった。そこでこともあろうに「コンサートを降りてドラマ１本でやっていきたい、ギャラも今のままでは少なすぎる」と事務所や社長に食って掛かったのだ。そんな勝手なことは10年早い、と一喝されたのを今でもはっきりと覚えている。

それが原因で、私はすべての立場を失った。決まっていたドラマも降板させられ、ツアーからもはずされた。事務所は社長に詫びを入れるべきだと仲を取り持とうとしてくれていたが、当時夜間高校３年生だった私は、将来のことも考え、学校をとり、ジャニーズから去っていったのだ。

."""
http://nomihs1.livedoor.blog/archives/52051378.html,20180204082604,https://archive.li/ELR3S,20230802053800,"""ジャニあっく！ : 車買いました！（またジャニーズとは関係ない）""","""昨日納車されました！
ランボルカラーのイケメン君です

今日これから早速サイボクハムにドライブしてきます～

でも早く終わっちゃいそうだからそのあとはお台場の何処かの施設に向かう予定です"""
