url,created_datetime,snapshot_url,snapshot_datetime,title,text
https://ameblo.jp/junya-hiramoto/entry-11500649664.html,20130329101845,https://archive.li/3EYBg,20230606173600,"""【無料】ジャニーズと同じレッスンが受けられる！！！""","""オレが知る限り、ジャニーズと同じレッスンが受けられるのは３箇所だけだ。ジャニーズと同じという定義は、ジャニーズで習ったことと同じ内容ということ。つまり、習った者なら教えられるというワケだが、それ相応の技量と内容と効果への理解がないと無理だろう。そういった意味で知る限りは３箇所だけである。その３つともダンス教室である。もちろんそれぞれの講師がジャニーズ出身者であるのは言うまでもない。なかでも新しいところでオープンしたのが、親友の武口明が講師を務める「アミック」だ。武口明といえば「ムーンウォーカー」として日本を変えたらしいと思われる人物。そこそこ有名人である。そんタケちゃんは、両さんで有名な亀有にスタジオを構えるが、駅から遠いのがネックだ。しかし内容と講師の性格は良いと思われる(笑)とまれ、現在「無料」で体験レッスンを実施中なのでぜひ覗いてみて下さい。ひやかし歓迎です！！毎週土曜と日曜日に無料教室！！【土曜日】  〇１５：００～１６：３０　→　女性コース  〇１９：００～２０：３０　→　一般コース  【日曜日】  〇１０：００～１１：３０　→　女性コース  〇１５：００～１６：３０　→　一般コースとにかく宜しくお願い致します！！！ちなみに「ジャニーズと同じ」とは言っても、、、バック転の練習はありません。よく聞かれるが、ジャニーズはバック転は教えません。自己鍛錬により、できた者が「目立つ権利」を得られるようなもので、芸能界のプチ弱肉強食といった感じ(^ω^)"""
https://ameblo.jp/junya-hiramoto/entry-11476404109.html,20130222145608,https://archive.li/awoN8,20230606173500,"""【価値】多忙と具合とジャニタケの本の価値""","""それにしても忙しい、、、というより、やることが多すぎるし、ひとつひとつが時間がかかる制作系で立て込んでいる。アプリ関連が10件以上、書籍の編修なども５件以上、ｗｅｂサイトが５つくらいあって、パンフにチラシのほか事業資料に加えて音楽系の制作も後回しになっている感じ、、、ヤバイ、ヤバイと思いつつも進まない、、、　というより進んではいるが大海の外洋で手コギ状態である。喘息はまずまず落ち着いたが、タバコは吸ってない！！すっかり止めている^_^;そんなこんなで日ごろから色んな会社の色んな商品を企画したり作り出してはいるが、オレの場合はわりと簡単にその価値を決められる能力に長けている(*^^)v実業家でコンサルでありつつ心理学者でもあるので、価値を定めるにはそれ相応の理由や事由に伴いつつ、理屈や根拠のほか影響や効果なども含めて数字を出していく。定価や売価ならばコストが明確で流動的な波が限られるならば概算数字でも弾き出せるが、それは「見込み」で作られる理想の数値になってしまう。机上の数字で生きていければそれは楽である。現実はそんなに甘くはない。また売れる売れないという以前に、売れていたものが売れなくなって値を下げる、しかしそれでも利益は取れている。こういうのってあるでしょ、、、　例えば、どこかのデパートがクリアランスセールと打ち出して半額や７５％ＯＦＦとか！！それでも利益はあるものなのです。だとしたらセール前の倍以上の価格は一体、、、　同じ商品でも時期が違えば価値も違う、場所や人によっても大きく異なっていくも当然である。新しいものは高くて古いものは安い、当たり前のようだが逆もある。消費物というのは都市部より地方のほうが高いが固定物は逆である。普段から色んなものに価値を定めて数字に位置づけるが、まぁ色んな事を考えつつも瞬間的に取り決めているわけで、これを外すことはまずない。なので非常に長けているという評価は多く頂くのです。まぁそれはそれで、、、、　今日もある商品の価値を決めてリリースをしたが、、、、http://p.tl/h83Eジャニーズ出身でお笑い会社員の「武口 明」の著書「あの頃のジャニーズ～夢と彼女とジャニーズと～」vol.1vol.1なので２．３．４・・・　続きます。価格は99円です。安そうで高いです！！！！とはいってもこれ以上安くはできないルールなんです。個人的には10円でも良いと思ってます！！！！なぜなら、コレ、１００以上続きます(笑)「本」という意味では10,000円以上のモノになってしまうワケです！！！！そんな価値ありません！！！！！いや、「タケちゃんの本」に価値がないワケじゃなくて(笑)内容はまずまず面白いので是非！！！http://p.tl/h83E武口明ブログhttp://ameblo.jp/at40111/"""
https://ameblo.jp/junya-hiramoto/entry-11455490976.html,20130123145147,https://archive.li/DArjV,20230606173400,"""【体罰】殴って蹴ってはイジメでもあり虐待でもあり、それは犯罪です。""","""例えばオレが小学生のときは、先生が生徒を殴る蹴るはよくあった。実に日常的かつ当たり前のように行われている教育環境だった。しかし今思えば「あそこまでしなくても」という酷いものも多かった。小俣先生は、宿題を忘れた生徒を前に並ばせて「ビンタ」する。かなり大きな音が出る本格的なビンタである。猪木風な感じだが、そこに愛情は感じられなかった。「痛い」とか「泣いたり」すると「往復ビンタ」になるからである。恐くて他の生徒も泣き出すくらいだ。口を切ってしまう子もいたり、学校に来れなかった子もいた。しかし全く問題になどならなかったし、暴力教師の小俣先生はむしろ地元ではヒーロー的扱いである。本当のことなので本名で書いているが、、、１０歳の当時、ちょっとオレはムカついていたので(笑)まぁ「殴られるのがイヤ」だから宿題は忘れないというルールだろうが、そういう「教育」もあったわけだ。怒られるから、殴られるから、だから忘れない、、、、　これって動物的な扱いでしょう。つまり「調教」である。動物に対しても意味なく殴るのも犯罪であるが、調教においては「鞭」がよく使用される。同じだろう。それに「忘れ物」なんて誰だってありえるだろうし、そこまで悪いとも思わない。叱られるというのなら教育として歓迎できるが、殴る蹴るまでして怒らなくても良いでしょう。「叱る」と「怒る」は根本的に違う。恐がらせて言うことを訊かせるといった手法は教育ではないでしょう。いや、現場が違えばそういう教育もあるかも知れないが、少なくても小学生に対してそれはないでしょう。そう言えば他の先生・・・名前が出てこないが、もうひとり暴力教師がいたな。思い出したら書いてやるが、掃除が下手というだけで「頭をつかんで壁にガツン！」という現場を目の当たりにしたことがある。顔の半分が腫れて血も出ていたが、誰も問題にしなかったし、その先生もいつも通りのその後もいた。今だったら即刻犯罪者扱いだろう。そういうのがキッカケで人生が大きく狂ってしまうこともあるでしょう。ましてや死に追い込むなんてとんでもない。運動部では、例えば野球では「ケツバット」なんていうのがあって、エラーひとつでお尻をバットで振り切られる。当たり所が悪くてしばらく歩けなかったやつもいた。それ、傷害でしょう。事件よね。なんでも「暴力」で上手になるなら、ある意味では楽よね。ビンタひとつで記憶力が倍増して物忘れがなくなるとか、蹴り一発で県大会優勝とか、ブレーンバスターで全国優勝とかね。つまりは、そういうことではないでしょう。もっとも、教育者側からすれば、相手次第では殴りたいし蹴りたいと思う「くらい」の思いもあるでしょう、しかし何にしても暴力は暴力ですので、それは解決策ではないし、法的に見ても傷害という犯罪でもあるわけです。問題というのは、一概一辺ではないので、環境や関係において事情も都合も変わるでしょうが、勝手な自分の感情だけで行動を露にすれば、思いもしない結果を招いてしまうこともあるでしょう。散々言っているが、暴力での支配は犯罪です。強き立場ならなおさらです。暴力をふるいたいなら、同じように思っている相手と河原でやっていればいいのよ。まぁ、自分より弱い相手か、やり返して来ないとわかっている相手にしか勝てない程度の低いやつが、虐待を躾という解釈で正当化しているわけで、実に弱い連中であることは本人たちもわかってはいるだろう。事件になってからでは遅いのです。特に子供たちや動物たちは守って下さい。"""
https://ameblo.jp/junya-hiramoto/entry-11450216157.html,20130116022101,https://archive.li/xktfL,20230606173400,"""【仲間】板橋な方たちと世界的なダンサーとジャニーズ(笑)""","""昨日は午後から横浜の事務所で打ち合わせを行い、16時ころに車を走らせて東京板橋に向かった。多少混んでいてもいつもなら２時間前後で着く距離。基本的には高い首都高速は使わず250円で済む第三京浜のみ。横浜から板橋の目的地まで50キロ弱なので空いていれば下でも１時間かからないのだが、残雪の影響で行きは４時間近くかかった。４時間もあったら東名で東京－名古屋を走れる時間と距離であり、飛行機ならグァムに着く！ほとんど環八の上にいたのだが、早めに出たので早く着きすぎるとおもいきや結果的に丁度良かったというタイミングになってしまった。帰りは帰りで深夜の２時に板橋を出発・・・　それこそ１時間もかからないで帰れるつもりが２時間近くかかってしまった。深夜は深夜で「凍結」渋滞が発生していて、スピードもかなり落として走行する流れ。とにかく疲れた・・・・・(-_-;)板橋での打ち合わせはというと、２０時から明けて２時まで６時間ほど。それはそれは実に面白く楽しい内容であった(^^♪さっそく行動です！！紹介が遅れたが、写真中央の外国人の方は有名なダンサーで世界ではマライア・キャリーなどのツアーにも参加して、日本ではＳＭＡＰをはじめとするジャニーズ界隈のテレビやステージでも活躍されている方たちである。ルクプル藤田隆二(右３番目)をはじめとするファミリーみたいな(笑)　これから板橋が熱くなります・・・・　遠いけど頑張ります(^^ゞ"""
https://ameblo.jp/junya-hiramoto/entry-11442903358.html,20130105135122,https://archive.li/PFaAg,20230606173300,"""【展開】とりあえず生で！ユーやっちゃう！？""","""年末年始はそれなりに忙しく時間に追われていた・・・・いや、時間を追いかけていたといったほうが正解だろう。「時間に追われる」ということは、時間に勝っているワケで、それは多少なりとも余裕の環境だ。しかし、時間に追い越されてしまい、なんとかこなして追いつこうと思えば、その表現は「時間を追いかけている」といった感じでしょう。。。物書きとして少々疑問に感じた次第である。そんなことより、昨日はまた仲良しのルクプル藤田さんのところへ！！一応、今後のことなど「打ち合わせ」という話での都合と予定。しかし着いて早々「機材持ってるので、やっちゃう！？」みたいな話で急遽「生放送」を敢行！！18時過ぎに行って、それから諸々と用意してから20時の開始というもの。ジャニ友で芸人でＭＣ経験が豊富なタケちゃんを呼んだが、本人には何も伝えないまま放送開始した(笑)オレはというと、せっかく頂いた寿司を前にして穏やかに(笑)まぁ、こういうのはノリというフィーリングと言う、そんな感じでやればいいのです。しかし、思いのほか多くの方が視て下さってしまい(汗)嬉しいやら、恥ずかしいやら。。。。^^;データの送受信等々で映像が止まったりという事故もよくあることだが、それに操作しながらのカメラ環境で途中から落ち着かない様子でウロウロしてました。左からジャニーズ出身でダンサーで芸人でＭＣの武口明http://ameblo.jp/at40111/言わずと知れたBigArtist藤田隆二http://ameblo.jp/aaapppgggddd/頑張って機材とＰＣ操作中のオレそんでもって今後は月に１．２回は生でやっちゃう感じで、２月からは定期イベントも開催されるのでその模様も放送しつつ色んな方と絡むような番組つくりをゆるくやります(^^♪なので「出演者」も募集します！ステージ・イベントと生放送それぞれの出演者！ルクプル藤田隆二プロデュースでの音楽リリースと活動における募集も展開します。あとカラオケ大会を横浜と板橋で計画中！そんな話も盛り上がってきました(笑)あ、とりあえず２月１０日と３月１０日は開催が決まってますので、ぜひ参加を！！"""
https://ameblo.jp/junya-hiramoto/entry-11438849972.html,20121231050144,https://archive.li/yYApa,20230606173200,"""【年末】ジャニーズ同窓会と日本レコード大賞とカウントダウン""","""昨日、午後から車を走らせて横浜から渋谷へ向かった。まだ昼間の三時台というのに薄暗い空の下ではライトの点灯が余儀なくされる。渋谷は人ごみである。普段と比べれば少ないようだが、スクランブルでは人と車が互いに交差する始末。地下駐車場に止めて一息。エレベータで目指すは７階のレストラン。題して「ジャニーズ同窓会×忘年会」といったところ。80年代から90年代に活躍した１１人の有志が集まり、それはもう大変なことになった。時に30年ぶりの人たち、常につるんでいる仲間たち、それぞれだが、たったひとつの繋がりは「ジャニーズ」という日本一の芸能音楽プロダクションである。ふと思えばみんな「大人になったジュニアたち」である。子供から大人になっていく経緯や過程、それに関係する経験や環境を知らないのだが、会った瞬間に数十年の空白は埋まってしまう・・・実に不思議だ。中学の同級生に会ったときもそういった同じ感動があったが、「昔も今も同じように知る」という空気が一瞬にして身も心も取り巻いてくれる、そのような感じ方である。ずっと会いたかった人たちに会えた。嬉しかった、そして歓迎され、喜んでももらえた。実に愉快な年末を過ごすことができた、ありがとう。しかし！！帰してもらえない・・・・　某二人がオレを掴まえて離してくれない。オレは帰りたい・・・・　犬が待っている(事実)、やることもたくさんあるし(事実)、駐車場から車を出さないとならない(事実)。一次会から二次会、当然なる朝までコースという雰囲気である。予定していれば可能ではあるが、、、、ただその反面は嬉しい気持ちである。「帰れ！」と言われるより、それは良いでしょう(笑)こんなオレを引き止めてくれてありがとう(^^ゞ黙って帰ってごめんなさいm(__)mそう、皆の目が反れたところの隙を狙ってオレは姿を晦ました^_^;気が付いてくれた人たちには会釈して、音のない「か・え・る・・・じゃ！」を口に表して軽く手を振る。マジ、ごめんなさいm(__)mまたいずれ(^^ゞみんな、ありがとう！！！そうそう、会の様子を完全に収録して貴重な「ビデオ」として収めましたが、とても発表できるものではありません(笑)なのでどこにも出しませんし、本も書かないので安心してくれ(^^♪というより、メチャクチャ酷い(笑)話も内容もその姿もオカシ過ぎる！！　天下の無法地帯と称されたオレにも無理っっっっ^^;時の王子様「ジャニーズ」の面々・・・・　とてもとても普通ではない。そして、とてもとても愉快な仲間たちです。しかし外見をキープしているのはオレだけです(笑)そして昨日は「日本レコード大賞」である。とても仲良くさせてもらっているル・クプルの藤田隆二さんに教えてもらって知ったことですが、パートナーの「藤田恵美」さんが優秀アルバム賞を受賞されました！！【優秀アルバム賞】「花束と猫」藤田恵美ル・クプルから個人ソロへと幅広く活躍される中での受賞、素晴らしいですね。おめでとうございます。今夜は「ジャニーズカウントダウンライブ」である。チャリティーから始まった同イベントは既に１５年くらいか、これはとてつもない社会貢献的な活動のひとつだ。以前は招待されて観に行ったこともあるが、ドームという空間がまた凄い。現役時代は屋根のない球場で踊ったこともあったが、それとはまた違う確立された世界観が見られる。とまれ近年は、テレビのチャンネルはジャニーズカウントダウンに合わせておきながら毎年しっかり見ているワケだ^^;そんなこんなで２０１２年・・・　恐怖におののく話題も多かった２０１２年イヤなこともイイこともまたたくさんあったが、あっという間に過ぎ去った１年。基本的に年末だからとか年始だからとか個人的には何も変わらない普段と同じ日々に区切りもないが、少しばかりか来年に向けての希望や豊富のような気持ちはあるわけです。もっとも分かりやすく言うと、年々に頑張らないとならなくなっている様子だ。つまり「来年は今まで以上に頑張らないと」みたいな感じである。おそらく多くの方がそのように感じたり思ったりしているのではと思う。歳を重ねるごとに頑張る量が増えていくということだ。人生はそういうものでしょう。がんばりましょう、みなさん！！今年もありがとう！　また来年(^^ゞ"""
https://ameblo.jp/junya-hiramoto/entry-11433004036.html,20121223032129,https://archive.li/zhjtw,20230606173100,"""【板橋】ルクプルとジャニーズとクリスマス＆忘年会""","""朝、起きたら雨じゃん。。。寒いなぁと思いつつ、夜には楽しみだったイベントに招待されていたのでジャニーズ同窓のふたりを誘ってＧＯ！数日前に一番弟子の記者で政治評論家で塾講師の野島茂朗から藤田さんを紹介しますとプレゼントされていた。「ひだまりの詩」で超ブレイクした「Le Couple」(ルクプル)の藤田隆二さん作曲からプロデュースまで手がけるギタリスト・ミュージシャンhttp://ameblo.jp/aaapppgggddd/※宴も終盤のころ、すっかり仲良くなってます^_^;おおっ、あのルクプルかぁ名曲だよねぇ　すばらしい！！ぜひ親交を深めようと出発！！藤田さんがプロデュースするイベントの会場が板橋で横浜からだと少々遠い道のり・・・・。途中、池袋で弟分のジャニーズ中岡(桜隊)と待ち合わせたが、大渋滞で１時間以上の遅刻。しんたろう(中岡)、すまないm(__)m※藤田さんと中岡しんたろうまた、ジャニーズの同窓で仲良しの「ムーンウォーカー武」(タケちゃん)も別の場所での仕事が終わり次第に駆けつけるという約束。ちなみにタケちゃんは、ムーンウォークで世界を一周するという夢がある(笑)※藤田さんと武口明そんなこんなで１８時前から始まっているイベントに１時間近く遅刻して到着。受付で出迎えてくれたのが、ちょうどのタイミングでルクプルの藤田さん！そしてイベントや総合的なプロデュースを手がける鈴木社長と挨拶を交わし席に案内して頂いた。ステージではカワイイ女の子たちが歌や踊りのパフォーマンスを披露し会場を賑わせていた。ウチらジャニ３人は、飲み物を片手にステージを鑑賞しつつ会話は全く関係のないギャグを言い合っている(笑)それでも、僕らもプロなので、しっかり「評価」もしていたが、俺の話はすぐに「いじり」に行くので、その突っ込みにタケちゃんはサスガに素早く反応してくれるが、マジメな中岡は「武口さんがそんなギャグを言う人だったなんて！」とショックを受けていた(笑)まぁ、そんなこんなで３時間・・・・　ビッフェスタイルになっているお食事も頂きつつステージも幕を下ろした。のち、ステージに上がっていた女子たちが挨拶に来てくれたり、業界関係者の方々と名刺を交換したりと、、、、落ち着いた頃、藤田さんと社長とオレにジャニたちで談話。そして話題は何故か「亀有」である(笑)板橋にいながら亀有の話題が尽きない・・・・オレはおもしろくないので、話題を変えようと思ったら、板橋と練馬と豊島の話題になってもっと面白くなくなってしまった^_^;一番喜んでいるのは中岡で話は九州福岡にまで及び地域のローカル談笑で大半が占められた。主役の藤田さんは人当たりもよく感じの良い方で前評判通りの素晴らしい方で、オレのつまらない突っ込みやギャグもやんわり受けてくれつつ、仕事の話もマジメに聞いてくれる。しまいには「オレが歌うのでギターやってください！！」と言うと、それはイイ、話が早い！　すぐやろう！　っていうことになり、ユニット結成！！弟子の野島からは「長渕剛のカバーユニット」という提案。オレが長渕剛信者なので(笑)長渕さんに限らず、ちょっと面白そうなので色々とリリースしてしまいましょうか・・・それ以前に藤田さんはオレのレコード会社(LZM.jp)で独占契約です！！！！そんなこんなの話でワイワイと盛り上がり、非常に有意義で親交も深まる聖夜の前々々日でした。また諸々の話や藤田さんの情報を含めて追々と記事をアップしていきます！！！藤田隆二ブログhttp://blog.livedoor.jp/apgd/http://ameblo.jp/aaapppgggddd/藤田隆二ＦＢ（友達申請歓迎！）http://www.facebook.com/ryuji.fujita.92あっ、ついでにオレも(笑)http://www.facebook.com/visualking"""
https://ameblo.jp/junya-hiramoto/entry-11420423509.html,20121205012636,https://archive.li/mLnlc,20230606173000,"""【師走】政治に金融にマイケルとジャニーズと""","""なんだかんだで１ヶ月経ってもまだ治らない風邪と相変わらず闘っている^_^;だからといって大分マシにはなったのでそこそこ動いてはいるが、夜はキツイ。というより、喋ると咳が止まらなくなって気管を刺激し、喘息になるので実におとなしい日々だ。いい加減このブログもつまらないの一言だろう。。。。大変に申し訳ないm(__)m書きたいことや言いたいこと、特に誠治金融は得意中の得意なので、いままさに書かないと！っていう気分だが、ＰＣに向かっていると吐き気がする(苦)とまれ、第三局の二分化やＴＰＰに原発・・・みんな好き勝手なことを言っているが、それって「理想」なわけで、その理想を共有できるか否かが選挙のポイントでしょう。理想って掲げるのき簡単なようで難しい。具現化するのに必要かどうか、また可能か否か、、、　一般庶民ではそれを計算できないからね。それに「できそうなひと」が「できそうなこと」を言っていても、マイノリティでは多数決の世界で戦えない。個人的活動においての努力で終わる。仕事としてはそれで良いのだろうが、選ばれた政治家としての効果にしては全く意味をなさない。なので「力」が必要。力とはなにか？　それは「数」である。だから政党や所属、連携や提携に連絡などが必要になり、付いたり離れたり、、、思えば、細川さんや羽田さんらが総理になったころと同じ感じの今だろう。当時の中心は小沢さん、、、なんだかんだで今も小沢さん。てゆか、寝て起きてを繰り返していたらガソリンがバカ高くなっている！！！ユーロも勝手に勢いづいていてとても迷惑である(笑)段を追いつつ底上げしている為替と緩くも上下に壁をつくっている市場も動きツライ中での師走に焦りが感じられるねぇ９４円で買っているユーロは１本12万円からの利幅でしょう。普通に30本くらい持っている人は多いのではないだろうか。凄いねぇそんなことより、マイケルジャクソンの衣装さぁ、ガガでなく、ジャニーさんが買えばいいのに！！大切にクローゼットされてもファンにとっては公開してもらいたいよねぇなのでジャニーズが買って、そういったイベントをやったらまた面白いのにって思った^_^;てゆーことで朝飲んだ薬が効くともう眠いこの時間zzzz"""
https://ameblo.jp/junya-hiramoto/entry-11407629896.html,20121118123714,https://archive.li/hx4hJ,20230606173000,"""【同僚】あいつ、誰だっけ？　byジャニーズ時代""","""最近、ジャニ友と話すことが多いが会話の中で最も発せられる俺の言葉が「あいつ、誰だっけ？」である。わかるか！　そんなもんっっ！！って感じよねぇしかし、ちゃんと「説明」というものがある。「あいつ、誰だっけ？」「あの、長野から来ていた体操部！」「ああ、あれ、、、、誰だっけ？」みたいな、、、、思い出の中でのイメージはしっかり膨らむのだが名前が思い出せないということだ。また名前がないまま話は進展してしまう。「あいつ、レッスンの帰りにみんなでレストラン行ったとき、そのレストランがカーペット敷きだったから靴を脱いで入っていたぜ(笑)」※田舎から出てきていたので^_^;とか、名前がないまま「あいつ」という設定で続く。なにやら「２１世紀少年のトモダチ」みたいだ(笑)しかし話をしていると思い出すこともある。「あいつ、誰だっけ？」「世田谷のヤンキー！」「ああ、吉田くん！？」「そうそう！！」「あいつ、誰だっけ？」「ゲーセンで大穴当てたやつ」「ああ、倉田！」「そうそう！」「あいつ、誰だっけ？」「変な本ばっかり書いているやつ！」「ああ、オレ？」「って、おいっっ！」みたいな(笑)まぁ、ただでさえ歳をとって物忘れが酷いのに。。。それでも昔のことはよく覚えているものよね。100歳まで生きたばぁさんが言っていたが「最近のことは全部忘れるが、昔のことはしっかり覚えている」とのこと。なので「子供と孫の顔や名前はすべて鮮明」だが「ひ孫と玄孫」となると全く覚えられないしその存在すら理解できないらしい。そういうもんなんだな。てゆか、昨日の「関ジャニとマッチさん」のテレビ面白かったな、、、、具合がよくないので珍しくゴロゴロとテレビを観ていたら懐かしくもリアリティに感じられる場面が多くあったりと俺たちには相当楽しいものだろう、、、、しかし寂しいのはトシちゃんの存在が取り出されないところだ。「たのきん」はヒーローであり、また神様でもあったからね。そういえば、ベーシストの「てらちん」さんが一緒にバンド組んでいるのが野村義男さん。その、てらちんさんに「ヨっちゃんはどう？」と聞かれて間髪なく「そりゃあもう！オレにとっては神様です！！」と本気で答えた^_^;　なぜか背筋を伸ばしながら(笑)「そうか、言っておく」と仰られた(笑)ありがたき、幸せにごさりまするm(__)m"""
https://ameblo.jp/junya-hiramoto/entry-11395028838.html,20121102124359,https://archive.li/m36py,20230606172900,"""【再会】東京ジャニーズ巡り(刑事と犯人編)""","""(武口明)イシイ、出てきてから、その後はどうなんだ？(石井哲也)へへっ、タケの旦那ぁ、もうコリゴリっすからねぇマトモにやってますよぉへへっっそうか、オマエも立派になったなぁ安心したよオレもこれで思い残すことなく引退できるな。ええっっ、旦那ぁ、刑事、やめちゃうんすか？交番勤務３０年、やっと念願の刑事になれたのに・・・ああ、今回の誤認逮捕でなぁ　クビだよ！！クビ！！　オマエのせいだ！！ええっっ　オイラのせいっすかぁオイラ、ただトシちゃんの『ザ・青春セーリング』を踊っていただけなのに！！マッチの『哀しきハイスクール』だったら良かったんだけどなマジっすか！？あれ、フリ、ないでしょ！？やっぱり、少年隊の『君の瞳に恋してる』は最高っすね！みたいな会話をしている・・・・ワケないよねぇてゆかさ、なんか二人を見ていたらどう見ても「刑事」と「犯人」だったもので(笑)いやいや、犯人のテっちゃん(左)は犯人どころか、虫も殺さず食べるという・・・いや、優しくマジメな人よ。むしろ刑事のタケちゃん(右)のほうがその昔はイケイケのバリバリ伝説ですから！今はニコニコしているけど、昔は工事現場のパイロンを被って「ガリガリ君」のハズレ棒にお経を書いていたくらいのワルだったのよ！とまれ、このふたりはダンサーとしても広く活躍してるしテッちゃんはスタジオまで経営しつつ総合的な演出家でもある。タケちゃんは、オカマ、、、じゃなくて、それは昔は結構なドラマに連続出演していたり舞台経験も豊富で今はイベントプロデュースも手がけたり、オカマにもなったり、、、これ、怒られるな、、、、やべっ^_^;いやはや、愉快なジャニ友です(笑)１６時半から２２時過ぎまで６時間もマシンガンのように喋り続けた４６の夜でした。*****************【出演】石井哲也のブログ武口明のブログ*****************やっと、オレ(笑)てゆか、時間をみてもう一人と会おうかと思っていたがもはや時間も時間で疲れたから調布によって帰った、、、"""
